stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
0;0;0x0000000I64X;0;I;00:00:00:000;26661;21;;;;;40.589341;;213 288;0;0;3 424;0;;11 385;19 792;0;;0;1 086;6 261;159 492;0;
1;4;0x0000000I64X;8;P;00:00:00:133;6249;22;;;;;35.833042;;49 992;575;0;3 276;0;;443;799;10 705;;4 180;80;4 088;24 197;0;
2;2;0x0000000I64X;4;B;00:00:00:066;2102;22;;;;;40.972628;;16 816;544;0;3 260;0;;41;76;7 800;;1 306;43;982;1 742;0;
3;1;0x0000000I64X;2;B;00:00:00:033;1261;24;;;;;41.159738;;10 088;511;0;2 068;0;;17;35;4 754;;672;22;385;656;0;
4;3;0x0000000I64X;6;B;00:00:00:100;898;29;;;;;39.143417;;7 184;1 036;0;1 155;0;;0;6;2 513;;391;21;217;958;0;
5;8;0x0000000I64X;16;P;00:00:00:266;4616;23;;;;;39.185006;;36 928;749;0;2 687;0;;315;562;11 245;;3 379;59;2 995;13 394;0;
6;6;0x0000000I64X;12;B;00:00:00:200;2205;25;;;;;38.967778;;17 640;673;0;2 529;0;;45;76;7 588;;1 564;83;1 109;2 894;0;
7;5;0x0000000I64X;10;B;00:00:00:166;1380;23;;;;;41.087885;;11 040;744;0;2 004;0;;8;13;5 016;;826;11;497;822;0;
8;7;0x0000000I64X;14;B;00:00:00:233;1103;24;;;;;40.482067;;8 824;1 042;0;1 491;0;;25;30;2 878;;716;24;496;1 080;0;
9;12;0x0000000I64X;24;P;00:00:00:400;5964;24;;;;;40.377563;;47 712;689;0;3 327;0;;737;1 284;12 957;;3 187;101;3 350;20 255;0;
10;10;0x0000000I64X;20;B;00:00:00:333;2195;25;;;;;38.663511;;17 560;742;0;2 572;0;;50;96;7 496;;1 383;83;1 005;3 092;0;
11;9;0x0000000I64X;18;B;00:00:00:300;1673;23;;;;;39.675749;;13 384;802;0;2 489;0;;21;54;5 287;;1 061;24;855;1 635;0;
