name;value;
stream type;AVC/H.264;
profile;High;
level;3.1;
chroma format;4:2:0;
resolution;540 x 960;
frame rate;25;
coding mode;CABAC;
bitrate;undefined;
duration;00:00:12:120;
epsnr;35.56;
frames;
  count;303;
    I;1 (0.33%);
    P;152 (50.16%);
    B;150 (49.50%);
  size (byte) / encode ratio (avg);8249 / 94;
    I;40 609 / 19;
    P;12 605 / 61;
    B;3 619 / 214;
bit allocation;
  max;1 874 400;
  avg;1 624 600;
  min;1 424 800;
qp;
  qp min;18;
  qp avg;28.39;
  qp max;44;
distribution (bits);
    total;65 993 (100.00%);
    mb_skip;483 (0.73%);
    mb_field_decoding_flag;0 (0.00%);
    mb_type;4 011 (6.08%);
    sub_mb_type;0 (0.00%);
prediction;
    pred_mode_flag;2 001 (3.03%);
    pred_mode;3 459 (5.24%);
    inter_prediction;11 928 (18.08%);
transform;
    coded_block_pattern;5 426 (8.22%);
    transform_size_8x8_flag;504 (0.76%);
    mb_qp_delta;5 747 (8.71%);
    transform;30 660 (46.46%);
    pcm_data;0 (0.00%);
