name;value;
stream type;AVC/H.264;
profile;High;
level;3.1;
chroma format;4:2:0;
resolution;540 x 960;
frame rate;30;
coding mode;CABAC;
bitrate;undefined;
duration;00:00:15:100;
epsnr [127];31.49;
frames;
  count;453;
    I;2 (0.44%);
    P;219 (48.34%);
    B;232 (51.21%);
  size (byte) / encode ratio (avg);9204 / 84;
    I;74 776 / 10;
    P;16 096 / 48;
    B;2 132 / 364;
bit allocation;
  max;2 597 008;
  avg;2 099 368;
  min;1 641 400;
qp [0-128];
  qp min;10;
  qp avg;33.03;
  qp max;41;
distribution (bits);
    total;74 248 (100.00%);
    mb_skip;643 (0.87%);
    mb_field_decoding_flag;0 (0.00%);
    mb_type;3 257 (4.39%);
    sub_mb_type;0 (0.00%);
prediction;
    pred_mode_flag;376 (0.51%);
    pred_mode;854 (1.15%);
    inter_prediction;12 720 (17.13%);
transform;
    coded_block_pattern;3 332 (4.49%);
    transform_size_8x8_flag;122 (0.17%);
    mb_qp_delta;2 131 (2.87%);
    transform;49 701 (66.94%);
    pcm_data;0 (0.00%);
