stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
0;0;0x0000000I64X;0;I;00:00:00:000;32790;24;;;;;39.685845;;262 320;0;0;1 151;0;;11 339;28 375;0;;0;1 278;3 623;204 030;0;
1;2;0x0000000I64X;4;P;00:00:00:066;4393;23;;;;;37.798449;;35 144;810;0;1 606;0;;97;159;7 668;;5 352;23;2 377;15 806;0;
2;1;0x0000000I64X;2;B;00:00:00:033;1090;26;;;;;42.440545;;8 720;647;0;1 663;0;;0;1;4 519;;517;11;84;262;0;
3;6;0x0000000I64X;12;P;00:00:00:200;8853;24;;;;;35.511279;;70 824;485;0;2 455;0;;184;408;13 701;;7 283;52;3 457;41 592;0;
4;4;0x0000000I64X;8;B;00:00:00:133;3895;26;;;;;37.763985;;31 160;181;0;3 781;0;;196;254;11 344;;3 840;294;1 560;9 155;0;
5;3;0x0000000I64X;6;B;00:00:00:100;1890;27;;;;;40.249273;;15 120;231;0;2 895;0;;6;12;8 598;;1 212;55;382;1 236;0;
6;5;0x0000000I64X;10;B;00:00:00:166;1046;30;;;;;37.299328;;8 368;918;0;1 088;0;;67;92;2 359;;588;70;260;2 089;0;
7;10;0x0000000I64X;20;P;00:00:00:333;5515;24;;;;;37.296785;;44 120;713;0;1 800;0;;64;82;12 138;;5 902;19;2 790;19 370;0;
8;8;0x0000000I64X;16;B;00:00:00:266;2731;25;;;;;39.895527;;21 848;245;0;2 243;0;;5;7;9 747;;3 588;70;857;4 617;0;
9;7;0x0000000I64X;14;B;00:00:00:233;1465;28;;;;;40.612243;;11 720;653;0;1 830;0;;0;0;5 516;;1 195;52;284;1 163;0;
10;9;0x0000000I64X;18;B;00:00:00:300;945;28;;;;;37.008958;;7 560;991;0;1 131;0;;6;5;3 373;;457;24;81;463;0;
