stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
97;95;0x0000000I64X;190;B;00:00:03:166;1215;25;;;;;39.004653;;9 720;947;0;1 604;0;;49;172;3 329;;603;63;580;1 469;0;
98;97;0x0000000I64X;194;B;00:00:03:233;1383;27;;;;;38.055824;;11 064;1 027;0;1 305;0;;22;35;3 409;;1 066;102;578;2 477;0;
99;100;0x0000000I64X;200;P;00:00:03:333;7169;24;;;;;37.942165;;57 352;596;0;2 998;0;;731;1 288;15 116;;4 308;97;3 878;26 324;0;
100;99;0x0000000I64X;198;B;00:00:03:300;1196;25;;;;;38.712305;;9 568;1 010;0;1 303;0;;25;28;4 233;;676;24;484;820;0;
101;101;0x0000000I64X;202;P;00:00:03:366;9006;24;;;;;38.522201;;72 048;583;0;3 075;0;;676;1 563;12 066;;4 632;79;4 337;43 097;0;
102;102;0x0000000I64X;204;P;00:00:03:400;11131;23;;;;;39.273794;;89 048;585;0;3 474;0;;2 527;6 827;11 290;;3 613;317;4 360;53 431;0;
103;103;0x0000000I64X;206;P;00:00:03:433;7552;24;;;;;39.656498;;60 416;574;0;3 175;0;;574;1 233;12 775;;4 861;87;4 249;31 196;0;
104;104;0x0000000I64X;208;P;00:00:03:466;7406;24;;;;;39.768461;;59 248;602;0;3 212;0;;1 093;2 102;13 016;;4 220;153;3 599;29 350;0;
105;105;0x0000000I64X;210;P;00:00:03:500;7621;24;;;;;39.831053;;60 968;511;0;3 361;0;;741;1 490;13 019;;4 875;87;4 216;30 804;0;
106;106;0x0000000I64X;212;P;00:00:03:533;9480;24;;;;;39.640900;;75 840;470;0;3 680;0;;1 733;3 545;13 517;;4 802;209;4 674;40 945;0;
107;108;0x0000000I64X;216;P;00:00:03:600;8486;24;;;;;36.224078;;67 888;427;0;3 603;0;;1 857;3 220;13 254;;4 785;235;4 682;33 321;0;
108;107;0x0000000I64X;214;B;00:00:03:566;1506;28;;;;;40.332282;;12 048;1 025;0;1 645;0;;28;56;5 403;;841;38;544;1 541;0;
109;110;0x0000000I64X;220;P;00:00:03:666;10784;24;;;;;37.998254;;86 272;259;0;3 929;0;;1 317;2 744;16 426;;5 923;151;5 893;47 553;0;
110;109;0x0000000I64X;218;B;00:00:03:633;1600;26;;;;;39.914373;;12 800;1 025;0;1 585;0;;39;106;5 889;;743;34;668;1 633;0;
111;112;0x0000000I64X;224;P;00:00:03:733;11025;25;;;;;37.522616;;88 200;273;0;3 628;0;;789;1 592;16 232;;6 104;108;5 846;52 061;0;
112;111;0x0000000I64X;222;B;00:00:03:700;1442;27;;;;;39.225079;;11 536;1 028;0;1 710;0;;39;69;4 976;;719;34;604;1 314;0;
113;114;0x0000000I64X;228;P;00:00:03:800;14586;24;;;;;36.885506;;116 688;146;0;4 950;0;;1 517;3 128;18 426;;6 131;196;6 915;73 291;0;
114;113;0x0000000I64X;226;B;00:00:03:766;1670;27;;;;;39.451166;;13 360;1 034;0;1 842;0;;139;273;5 710;;751;62;713;1 595;0;
115;116;0x0000000I64X;232;P;00:00:03:866;8511;24;;;;;36.797076;;68 088;320;0;3 695;0;;498;1 121;15 293;;6 199;80;5 345;34 038;0;
116;115;0x0000000I64X;230;B;00:00:03:833;1095;28;;;;;40.156325;;8 760;1 020;0;914;0;;31;40;4 318;;496;26;236;736;0;
117;118;0x0000000I64X;236;P;00:00:03:933;6959;25;;;;;36.971193;;55 672;423;0;3 079;0;;292;616;13 208;;5 618;65;5 023;25 895;0;
118;117;0x0000000I64X;234;B;00:00:03:900;1168;28;;;;;40.117294;;9 344;1 009;0;991;0;;0;31;4 483;;576;28;384;935;0;
119;120;0x0000000I64X;240;P;00:00:04:000;8376;25;;;;;35.320395;;67 008;326;0;3 683;0;;802;1 670;14 818;;6 293;76;5 270;32 261;0;
120;119;0x0000000I64X;238;B;00:00:03:966;1380;30;;;;;39.677324;;11 040;1 004;0;1 661;0;;101;120;4 777;;573;47;465;1 278;0;
121;122;0x0000000I64X;244;P;00:00:04:066;10089;25;;;;;41.280023;;80 712;315;0;3 994;0;;646;1 351;15 786;;6 534;96;6 051;44 328;0;
122;121;0x0000000I64X;242;B;00:00:04:033;1423;23;;;;;39.113818;;11 384;1 025;0;1 601;0;;75;137;5 889;;485;18;367;685;0;
123;126;0x0000000I64X;252;P;00:00:04:200;12734;25;;;;;36.162857;;101 872;316;0;3 392;0;;493;1 099;15 314;;6 489;86;5 954;67 303;0;
124;124;0x0000000I64X;248;B;00:00:04:133;5934;27;;;;;35.931442;;47 472;792;0;3 759;0;;137;273;7 944;;4 237;582;2 879;25 523;0;
125;123;0x0000000I64X;246;B;00:00:04:100;1494;26;;;;;36.906686;;11 952;1 029;0;1 624;0;;30;36;5 905;;766;35;462;976;0;
126;125;0x0000000I64X;250;B;00:00:04:166;1272;29;;;;;37.203837;;10 176;989;0;1 376;0;;12;16;4 029;;784;49;389;1 434;0;
127;128;0x0000000I64X;256;P;00:00:04:266;12889;26;;;;;35.117192;;103 112;438;0;3 914;0;;2 504;5 535;16 908;;4 892;292;5 323;60 694;0;
128;127;0x0000000I64X;254;B;00:00:04:233;1261;30;;;;;37.588964;;10 088;1 010;0;1 755;0;;34;48;4 608;;545;46;268;873;0;
129;129;0x0000000I64X;258;P;00:00:04:300;6922;26;;;;;38.608071;;55 376;647;0;2 679;0;;293;560;11 849;;5 086;42;4 066;28 705;0;
130;131;0x0000000I64X;262;P;00:00:04:366;16244;28;;;;;32.529459;;129 952;132;0;4 558;0;;3 607;10 767;11 587;;3 069;402;5 858;86 221;0;
131;130;0x0000000I64X;260;B;00:00:04:333;1506;31;;;;;35.201583;;12 048;963;0;1 931;0;;62;103;5 793;;570;37;414;1 126;0;
132;132;0x0000000I64X;264;P;00:00:04:400;10786;25;;;;;39.151236;;86 288;332;0;4 102;0;;1 367;2 816;13 539;;5 523;184;5 626;50 739;0;
133;134;0x0000000I64X;268;P;00:00:04:466;15044;30;;;;;32.734502;;120 352;129;0;4 242;0;;4 726;12 973;6 696;;1 516;454;6 005;78 687;0;
134;133;0x0000000I64X;266;B;00:00:04:433;642;25;;;;;33.713108;;5 136;876;0;589;0;;4;4;2 695;;149;2;49;83;0;
135;137;0x0000000I64X;274;P;00:00:04:566;14654;30;;;;;36.024943;;117 232;91;0;3 624;0;;5 525;13 659;2 988;;566;484;5 303;79 431;0;
136;135;0x0000000I64X;270;B;00:00:04:500;987;30;;;;;33.245635;;7 896;924;0;1 043;0;;16;33;3 871;;381;16;305;555;0;
137;136;0x0000000I64X;272;B;00:00:04:533;856;27;;;;;34.053219;;6 848;1 047;0;948;0;;29;34;3 179;;303;10;153;263;0;
138;138;0x0000000I64X;276;P;00:00:04:600;10928;25;;;;;39.360209;;87 424;200;0;4 488;0;;968;2 166;13 741;;5 636;71;5 586;52 910;0;
139;139;0x0000000I64X;278;P;00:00:04:633;8581;24;;;;;40.444543;;68 648;208;0;4 102;0;;1 025;1 951;13 154;;5 892;49;5 554;34 712;0;
140;141;0x0000000I64X;282;P;00:00:04:700;15368;29;;;;;31.182230;;122 944;305;0;3 788;0;;3 700;10 689;8 546;;1 957;355;5 224;84 413;0;
141;140;0x0000000I64X;280;B;00:00:04:666;846;30;;;;;34.357980;;6 768;948;0;1 040;0;;8;56;3 301;;265;6;136;265;0;
142;142;0x0000000I64X;284;P;00:00:04:733;12117;24;;;;;39.438175;;96 936;238;0;4 114;0;;424;1 063;15 638;;6 486;58;5 932;61 642;0;
143;144;0x0000000I64X;288;P;00:00:04:800;8534;26;;;;;36.121547;;68 272;420;0;3 335;0;;740;2 180;11 357;;4 788;110;4 663;38 710;0;
144;143;0x0000000I64X;286;B;00:00:04:766;924;26;;;;;36.941340;;7 392;1 037;0;1 084;0;;14;25;3 301;;335;11;245;434;0;
145;146;0x0000000I64X;292;P;00:00:04:866;12163;25;;;;;33.921647;;97 304;369;0;3 646;0;;482;1 179;14 557;;6 023;59;5 301;64 168;0;
146;145;0x0000000I64X;290;B;00:00:04:833;844;30;;;;;38.147660;;6 752;1 017;0;793;0;;16;21;2 996;;350;17;200;490;0;
147;147;0x0000000I64X;294;P;00:00:04:900;11032;24;;;;;38.255801;;88 256;492;0;2 929;0;;237;607;11 716;;5 970;40;4 772;60 221;0;
148;151;0x0000000I64X;302;P;00:00:05:033;6547;25;;;;;35.990934;;52 376;461;0;3 226;0;;436;888;16 182;;5 022;55;3 932;20 547;0;
149;149;0x0000000I64X;298;B;00:00:04:966;6301;26;;;;;35.603985;;50 408;773;0;3 273;0;;40;131;6 796;;4 409;647;2 625;30 535;0;
150;148;0x0000000I64X;296;B;00:00:04:933;1236;26;;;;;38.773097;;9 888;1 076;0;1 598;0;;35;108;3 124;;714;33;589;1 549;0;
151;150;0x0000000I64X;300;B;00:00:05:000;1386;27;;;;;36.502173;;11 088;1 017;0;1 813;0;;21;92;4 264;;696;26;658;1 420;0;
152;152;0x0000000I64X;304;P;00:00:05:066;11643;25;;;;;37.571132;;93 144;454;0;3 654;0;;2 921;7 040;12 527;;4 273;361;4 829;54 193;0;
153;154;0x0000000I64X;308;P;00:00:05:133;10605;24;;;;;34.772387;;84 840;360;0;4 192;0;;1 452;3 407;15 491;;5 109;178;5 136;47 125;0;
154;153;0x0000000I64X;306;B;00:00:05:100;1100;29;;;;;39.051149;;8 800;1 009;0;1 214;0;;19;33;4 317;;478;23;213;610;0;
155;156;0x0000000I64X;312;P;00:00:05:200;9652;24;;;;;36.947723;;77 216;338;0;3 804;0;;1 724;3 187;15 140;;5 372;175;5 377;39 675;0;
156;155;0x0000000I64X;310;B;00:00:05:166;1610;27;;;;;39.734252;;12 880;1 014;0;1 545;0;;27;50;5 859;;1 062;60;578;1 744;0;
157;158;0x0000000I64X;316;P;00:00:05:266;9070;24;;;;;35.986561;;72 560;348;0;3 904;0;;1 291;2 584;15 610;;5 341;175;5 007;36 165;0;
158;157;0x0000000I64X;314;B;00:00:05:233;1466;28;;;;;39.677802;;11 728;1 010;0;1 645;0;;41;72;5 261;;832;60;446;1 367;0;
