stream;display;offset;poc;type;time;size;quant;pts;pts time;dts;dts time;epsnr;distribution (bits);total;mb_skip;mb_field_decoding_flag;mb_type;sub_mb_type;prediction;pred_mode_flag;pred_mode;inter_prediction;transform;coded_block_pattern;transform_size_8x8_flag;mb_qp_delta;transform;pcm_data;
105;106;0x0000000I64X;212;P;00:00:03:533;4693;24;;;;;43.691081;;37 544;622;0;3 069;0;;569;1 448;10 974;;3 242;57;2 547;13 216;0;
106;105;0x0000000I64X;210;B;00:00:03:500;1540;23;;;;;41.558033;;12 320;967;0;1 716;0;;12;43;3 460;;1 480;44;620;2 865;0;
107;110;0x0000000I64X;220;P;00:00:03:666;5866;24;;;;;39.596133;;46 928;382;0;3 968;0;;986;2 487;13 493;;3 701;124;2 804;16 955;0;
108;108;0x0000000I64X;216;B;00:00:03:600;2330;23;;;;;41.972697;;18 640;936;0;2 434;0;;55;123;5 698;;2 142;52;1 012;4 965;0;
109;107;0x0000000I64X;214;B;00:00:03:566;1537;25;;;;;41.548253;;12 296;990;0;1 822;0;;29;67;3 536;;1 293;37;652;2 841;0;
110;109;0x0000000I64X;218;B;00:00:03:633;1582;24;;;;;40.575783;;12 656;991;0;1 893;0;;47;94;3 943;;1 134;34;767;2 621;0;
111;114;0x0000000I64X;228;P;00:00:03:800;6243;24;;;;;41.708861;;49 944;382;0;4 356;0;;1 199;2 822;12 385;;3 136;152;3 054;20 399;0;
112;112;0x0000000I64X;224;B;00:00:03:733;2459;24;;;;;40.568453;;19 672;918;0;2 683;0;;69;136;5 759;;1 997;99;1 256;5 503;0;
113;111;0x0000000I64X;222;B;00:00:03:700;1807;25;;;;;41.294333;;14 456;970;0;1 964;0;;32;72;4 907;;1 490;50;748;3 118;0;
114;113;0x0000000I64X;226;B;00:00:03:766;1843;23;;;;;39.342078;;14 744;915;0;2 223;0;;56;97;4 784;;1 424;49;777;3 240;0;
